defPath	resolver	raw	cdnKey	status
apps/shared/tcg-core/cards/definitions/architect/gen_authority.ts	assetUrl	art/cards/architect/the_authority.webp	art/cards/architect/the_authority.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_blast_002_arc_lance.ts	assetUrl	art/cards/architect/arc_lance.webp	art/cards/architect/arc_lance.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_006_dr_lyra_vox.ts	assetUrl	art/cards/s1_char_006.webp	art/cards/s1_char_006.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_007_general_alarik.ts	assetUrl	art/cards/s1_char_007.webp	art/cards/s1_char_007.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_008_general_binath.ts	assetUrl	art/cards/s1_char_008.webp	art/cards/s1_char_008.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_009_general_prometheus.ts	assetUrl	art/cards/s1_char_009.webp	art/cards/s1_char_009.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_013_master_of_rlyeh.ts	assetUrl	art/cards/s1_char_013.webp	art/cards/s1_char_013.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_015_panoptic_elara.ts	assetUrl	art/cards/s1_char_015.webp	art/cards/s1_char_015.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_016_senator_elara_voss.ts	assetUrl	art/cards/s1_char_016.webp	art/cards/s1_char_016.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_019_the_architect.ts	assetUrl	art/cards/s1_char_019.webp	art/cards/s1_char_019.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_021_the_conexus.ts	assetUrl	art/cards/s1_char_021.webp	art/cards/s1_char_021.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_022_the_collector.ts	assetUrl	art/cards/s1_char_022.webp	art/cards/s1_char_022.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_024_the_detective.ts	assetUrl	art/cards/s1_char_024.webp	art/cards/s1_char_024.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_030_the_game_master.ts	assetUrl	art/cards/s1_char_030.webp	art/cards/s1_char_030.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_035_the_jailer.ts	assetUrl	art/cards/s1_char_035.webp	art/cards/s1_char_035.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_038_the_meme.ts	assetUrl	art/cards/s1_char_038.webp	art/cards/s1_char_038.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_039_the_necromancer.ts	assetUrl	art/cards/s1_char_039.webp	art/cards/s1_char_039.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_042_the_politician.ts	assetUrl	art/cards/s1_char_042.webp	art/cards/s1_char_042.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_100_the_collector.ts	assetUrl	art/cards/s1_char_100.webp	art/cards/s1_char_100.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_101_panoptic_warden_foucault.ts	assetUrl	art/cards/s1_char_101.webp	art/cards/s1_char_101.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_102_arena_enforcer.ts	assetUrl	art/cards/s1_char_102.webp	art/cards/s1_char_102.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_103_inception_ark_sentry.ts	assetUrl	art/cards/s1_char_103.webp	art/cards/s1_char_103.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_char_104_white_oracle.ts	assetUrl	art/cards/s1_char_104.webp	art/cards/s1_char_104.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_curve_002_schematic_spark.ts	assetUrl	art/cards/architect/schematic_spark.webp	art/cards/architect/schematic_spark.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_curve_007_schematic_bastion.ts	assetUrl	art/cards/architect/schematic_bastion.webp	art/cards/architect/schematic_bastion.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_001_panopticon_override.ts	assetUrl	art/cards/s1_pack_001.webp	art/cards/s1_pack_001.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_002_schematic_sentinel.ts	assetUrl	art/cards/s1_pack_002.webp	art/cards/s1_pack_002.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_003_arena_architect.ts	assetUrl	art/cards/s1_pack_003.webp	art/cards/s1_pack_003.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_004_protocol_enforcer.ts	assetUrl	art/cards/s1_pack_004.webp	art/cards/s1_pack_004.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_005_grand_design.ts	assetUrl	art/cards/s1_pack_005.webp	art/cards/s1_pack_005.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_006_chrome_archon.ts	assetUrl	art/cards/s1_pack_006.webp	art/cards/s1_pack_006.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_007_surveillance_probe.ts	assetUrl	art/cards/s1_pack_007.webp	art/cards/s1_pack_007.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_cosm_emote_taunt.ts	assetUrl	art/cards/s1_pack_cosm_emote_taunt.webp	art/cards/s1_pack_cosm_emote_taunt.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_cosm_ship_theme.ts	assetUrl	art/cards/s1_pack_cosm_ship_theme.webp	art/cards/s1_pack_cosm_ship_theme.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_id_human_archon.ts	assetUrl	art/cards/s1_pack_id_human_archon.webp	art/cards/s1_pack_id_human_archon.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_pet_data_serpent_1.ts	assetUrl	art/cards/s1_pack_pet_data_serpent_1.webp	art/cards/s1_pack_pet_data_serpent_1.webp	OK_inventory
